text,intent
"Something is wrong with the top up! I'm a regular customer and use your service all the time, usually this works but now it just shows up as pending",pending_top_up
I got a strange fee when I used the ATM.,cash_withdrawal_charge
"I just took some cash out of a cash machine in Heathrow airport because I wanted to buy some new sunglasses for my holiday but you've added a fee to the withdrawal, what is this?",cash_withdrawal_charge
The card payment I made didn't work.,declined_card_payment
Where do i find my PIN?,get_physical_card
Hi. I noticed I have a duplicate charge which I have not made twice. Who should I talk to take care of this?,transaction_charged_twice
can the delivery be specific to my needs?,card_delivery_estimate
I got a declining message during a transfer? please tell me why,declined_transfer
how to exchange currencies,exchange_via_app
I made a purchase earlier today but it is still listed as pending- when will it go through?,pending_card_payment
Does the package with my card have tracking?,card_arrival
I just bought an item and would like to stop payment can you tell me if the item has been sent yet?,request_refund
Is there a charge for using an European bank card for top up?,top_up_by_card_charge
I have a reverted top up I made and wanted to know why it didn't go through.,top_up_reverted
I got less cash than what I specified for through the ATM.,wrong_amount_of_cash_received
What are the restrictions on auto top-up?,automatic_top_up
Why am I being charged more on exchange with things I bought abroad?,card_payment_wrong_exchange_rate
I need to cancel a transfer,cancel_transfer
Which currencies do you accept for adding money?,supported_cards_and_currencies
Why has my top up failed?,top_up_failed
What is needed for my daughter to open an account?,age_limit
what is this fee for transfering,transfer_fee_charged
"I notice a transaction a couple of weeks ago in my account, from a seller that I don't recognize. Is there a way we can trace back the information to make sure it was truly something I did?",direct_debit_payment_not_recognised
Can you lookup my password?,passcode_forgotten
Why would my card payment not work?,declined_card_payment
Will I receive all the money sent to my account by SEPA transfer?,top_up_by_bank_transfer_charge
How do I know where the funds come from?,verify_source_of_funds
I would like to terminate my account.,terminate_account
Do top-ups have limits?,top_up_limits
Will I get charged for sending out more cards?,getting_spare_card
"I have arranged a transfer, but no longer need to send it. How do I stop the transfer?",cancel_transfer
Who do I talk to for transactions debited twice?,transaction_charged_twice
What are the disposable cards for?,get_disposable_virtual_card
How do I dispute a direct debit transaction?,direct_debit_payment_not_recognised
I sent money to someone but they haven't gotten it yet,transfer_not_received_by_recipient
What do I need for the identity verification?,verify_my_identity
I made a card payment but it didn't work. Why not?,declined_card_payment
I need to order a new card as my old one will expire soon. Can you tell me how to order a new one?,card_about_to_expire
How can I get my card out of the stupid ATM that ate it?,card_swallowed
"I normally have no issues making transfers, so why am I suddenly being told it is not possible?",beneficiary_not_allowed
can i use my app to get a virtual card,getting_virtual_card
When I made a cash transfer abroad the wrong exchange rate was applied,wrong_exchange_rate_for_cash_withdrawal
How long does it take for a new card to ship?,card_arrival
How many transactions can I do with a disposable card?,disposable_card_limits
What happens if I deposit a cheque accidentally?,balance_not_updated_after_cheque_or_cash_deposit
I tried to get cash in the ATM but it was not approved,declined_cash_withdrawal
Can I have more physical cards?,getting_spare_card
Is my card accepted anywhere?,card_acceptance
What is the amount of time transfers usually take from the UK? I had just completed a transfer and nothing seems to be showing up so I need to be sure things are alright.,balance_not_updated_after_bank_transfer
My card payment has been stuck on pending. What is the problem? It should have gone through by now.,pending_card_payment
Please could you give me a refund,request_refund
"I attempted a transfer, but it failed.",failed_transfer
What is this extra pound charge for?,extra_charge_on_statement
What is going on with my cash deposit. I'm looking at my account balance and it is not there. It has been almost a week. Someone better get back to me asap.,balance_not_updated_after_cheque_or_cash_deposit
Can you give me the restrictions of the disposable cards?,disposable_card_limits
I tried to pull cash from an ATM but it wouldn't let me.,declined_cash_withdrawal
Will I be charged any fees if I want to add money with an international card?,top_up_by_card_charge
Can I use visa or mastercard with your service,visa_or_mastercard
I am not recognized by the app.,unable_to_verify_identity
What is this cash withdrawal on my statement?,cash_withdrawal_not_recognised
I tried activation my card and it didn't employment,activate_my_card
I do not see the card PIN anywhere?,get_physical_card
Where can I find a Mastercard ATM?,atm_support
Why is my last cheque deposit taking so long?,balance_not_updated_after_cheque_or_cash_deposit
What can I expect at card expiration?,card_about_to_expire
I used the wrong account.,cancel_transfer
I have kids and I'm curious at what age could they start to use your service.,age_limit
How long would does it take for a seller to receive an EU transfer if I bought something from them and sent them the money immediately?,pending_transfer
"Ive been trying to use my card for two weeks now to purchase somethings online but nothing is going through. It keeps returning my payment to my account. There shouldn't be anything wrong with my account, is it the card?",reverted_card_payment?
I think my card is stolen!,lost_or_stolen_card
Why has my card been charged an extra pound?,extra_charge_on_statement
Should I keep waiting for my card to be delivered?,card_arrival
I tried to buy something online yesterday and got a message saying declined. I tried again today and got the same message. What's the problem?,declined_transfer
How can I change my password?,passcode_forgotten
What fee will be charged for exchanges?,exchange_charge
"I think I was charged twice, please help!",transaction_charged_twice
Can you please inform me of the restrictions for the disposable cards.,disposable_card_limits
I am having problems with my physical card.,card_not_working
How do I receive more physical cards,getting_spare_card
What reasons would a topup fail?,top_up_failed
"Please help me, there is a transaction in the incorrect account.",cancel_transfer
Please tell me how to verify my top up card.,verify_top_up
how does my statement get updated so i know when a refund will reflect on my balance,refund_not_showing_up
What ID do I need to verify my identity?,verify_my_identity
Is there a longer processing time for international bank transfers?,balance_not_updated_after_bank_transfer
What is the greatest number of times that I can top-up?,top_up_limits
Can you tell me when my money transfer will go through,pending_transfer
Why was my withdrawal declined,declined_cash_withdrawal
What are the top up fees for using an European bank card?,top_up_by_card_charge
How can I know where did my funds come from?,verify_source_of_funds
I didn't make these transactions. Is someone else using my card?,compromised_card
Can I change my pin number at a cash machine?,change_pin
My contactless stopped working today for no good reason. It's not working no matter where I try to use it. Can you please help me fix it?,contactless_not_working
My transfer to a beneficiary was rejected.,beneficiary_not_allowed
"For my account, how do I transfer money in?",transfer_into_account
What does it mean if my cash withdrawal does not show up properly?,pending_cash_withdrawal
I think my card payment was cancelled. What happened?,reverted_card_payment?
"If I'm getting my identity verified, what all do I need?",verify_my_identity
I payed my rent to my landlord a few days ago and he is saying the it never went though. Everything looks good to me and I even double checked the account number. I don't know what could be causing the confusion. Can you help me please?,transfer_not_received_by_recipient
Why did I get charged a fee for my card payment?,card_payment_fee_charged
Could you please put a freeze on my card?  There are some payments on it that I don't know where they came from.,card_payment_not_recognised
"Is my card working? It's the first time I tried using it I tried to get money out of an ATM, but got nothing.",declined_cash_withdrawal
A few hours ago I made a bank transfer from my UK account but I don't see that it has arrived.   Can you check and see if all is ok please?,balance_not_updated_after_bank_transfer
"It looks like someone besides me ordered something with my card, what should I do?",compromised_card
"There are a couple payments with my card shown in the app that i really make myself. What's going on with this, maybe someone has access to my card?!",card_payment_not_recognised
I added money to the card but the transaction didn't go through,pending_top_up
Why am I having trouble withdrawing cash?,declined_cash_withdrawal
I live in Germany. Is that one of the countries you are in? What other countries are you in?,country_support
Why has my top-up been returned to my account?,top_up_reverted
I think my card payment was reverted,reverted_card_payment?
What is the closest ATM?,atm_support
A while ago i requested a refund from a seller. I keep checking my statement but I have not been refunded yet. I'm confused why i haven't gotten my money back yet but I need your help getting it please.,refund_not_showing_up
What ATMs can I use this card?,atm_support
I made an ATM withdrawal over the holiday and then later realized I was charged an exorbitant fee!  I never would've made this withdrawal if I'd known I'd be charged so much.,wrong_exchange_rate_for_cash_withdrawal
can i get a physical card online,order_physical_card
"If you to to account, hit activate, and follow the instructions, you can activate it in just a few seconds.",activate_my_card
I need my payment in another currency,receiving_money
I'm getting an error when trying to make a payment. I want to purchase a flat but my mortgage payment needs to go through. Can you help me?,failed_transfer
What are these disposable cards meant for?,get_disposable_virtual_card
Help! I just realised someone has apparently withdrawn money using my card! It's from some odd remote town where I definitely haven't been. Please freeze it immediately!,cash_withdrawal_not_recognised
My money transaction can't be seen by the person I sent it to,transfer_not_received_by_recipient
There is a direct debit transaction that I did not authorize,direct_debit_payment_not_recognised
"When I top-up, the app reverts it.",top_up_reverted
Where did this extra €1 fee on my statement come from?,extra_charge_on_statement
It won't let me activate my card.,activate_my_card
My source of funds require verification.,verify_source_of_funds
What is the timeframe for a transfer in Europe?,transfer_timing
Tell me if there is a top-up limit.,top_up_limits
What value can I get for my currency?,exchange_rate
A withdraw I tried to make at the ATM was declined I don't know why.,declined_cash_withdrawal
"Given a choice, I'd rather have Mastercard.",visa_or_mastercard
"My salary is in GBP, is this something I need to configure?",receiving_money
I need to cancel my recent transfer. I made a mistake. Please help quickly before the transfer goes through.,cancel_transfer
Please send my refund now.,refund_not_showing_up
What fees are there for adding money using an international card,top_up_by_card_charge
"Looks like my card payment was made twice by mistake. I paid at the store earlier which rejected once, second time it worked. App stays at pending for one of the payments. Can you please remove one of them as it's wrong and clearly was declined?",transaction_charged_twice
I wasn't allowed to transfer to my account,beneficiary_not_allowed
How many disposable  cards are available per account?,disposable_card_limits
My card isn't here yet.,card_arrival
A payment I made is for a wrong amount can you help me correct the mistake.,cancel_transfer
My virtual card is just not going through.,virtual_card_not_working
Why aren't my payment funds available to me?,pending_card_payment
Is there a way to use this app with a disposable virtual card?,get_disposable_virtual_card
"I don't see my refund money yet in my account. I asked the merchant a while ago for a refund, so I don't know what's taking so long.  Can you look into it and see if the money is there, just not in my account yet?",refund_not_showing_up
How do I know how much money I will have when I travel abroad?,exchange_rate
I have double-checked all of my recipient details but for some reason all of my transfers keep getting declined. I have no clue as to why.,declined_transfer
Why was there an extra charge because I used my card to pay?,card_payment_fee_charged
Why is my identity verification process not working?,unable_to_verify_identity
Do I have to pay for a second card?,getting_spare_card
"I got cash from an ATM earlier but it shows up as pending in the app. How can this still be pending, I already received the cash?",pending_cash_withdrawal
I am quite aggravated that I ordered online almost a month ago and I never got my package and I paid for it. I would really appreciate it if I could get a full refund back now.,request_refund
Where can I sign up for a virtual card?,getting_virtual_card
I made a transfer to my friend earlier and she hasn't received it yet.  What's the hold up?,transfer_not_received_by_recipient
Tell me how a top up would be reverted.,top_up_reverted
How can i get a refund for something i just bought?,request_refund
Who should I talk to or go to resolve a duplicate charge on my statement?,transaction_charged_twice
I made a transfer recently but it has not changed on my dashboard.,pending_transfer
"I'm trying to move money from my account to elsewhere, but it's giving me an error message.",declined_transfer
I live in the US and I would like to get a card. How do I go about getting one?,country_support
I made a top up yesterday but it's still pending.,pending_top_up
Can I automatically top-up when traveling?,automatic_top_up
How long does it take for a money transfer to show up?,pending_transfer
Am I charged for receiving money?,top_up_by_bank_transfer_charge
I'm sure I have enough money so why didn't the store accept my card?,declined_card_payment
I would like to top up my account automatically. How do I do that?,automatic_top_up
When I'm traveling is it possible to add money automatically at certain time points?,automatic_top_up
"When I attempted to make a transfer, it failed.",failed_transfer
I can't get cash from the ATM!,declined_cash_withdrawal
Why is my payment declined? It looked like everything worked ok and my account was fine.,declined_card_payment
I didn't get all the money I asked for,wrong_amount_of_cash_received
I'd like to open an account for my children. How can I do that?,age_limit
What is the process for unlocking the pin?,pin_blocked
What form of identification is accepted?,verify_my_identity
Will the duplicated payment be refunded?,transaction_charged_twice
Where do I order a virtual card?,getting_virtual_card
What ATM accepts Mastercard?,atm_support
IS there anywhere that a card cannot be delivered?,order_physical_card
There was a charge made on my card from a couple weeks ago and I don't remember making the purchase. Nor do I remember the company itself. Can we trace this at all to confirm if I did it or not?,direct_debit_payment_not_recognised
what is the word?,direct_debit_payment_not_recognised
Can I get a refund?,request_refund
I couldn't make a transfer,failed_transfer
If I don't have much money in the account can I auto top-up?,automatic_top_up
Can I increase my top-up maximum?,top_up_limits
Would it be possible to open up an account for children?,age_limit
My cash withdrawal isnt showing on my account,pending_cash_withdrawal
With my credit card i would like to transfer money.,topping_up_by_card
I tried the wrong PIN too many times.,pin_blocked
Can I top-up by cheque?,top_up_by_cash_or_cheque
How much does it cost to exchange my balance into a foreign currency?,exchange_charge
I have been charged twice on my statement.,transaction_charged_twice
"help, lost my card",lost_or_stolen_card
Do you have any top-up limits?,top_up_limits
The card has suffered a security breach.,compromised_card
Can I use google pay to top up?,apple_pay_or_google_pay
Someone that I had to send money to told me that they didn't receive the full amount I sent them - can you look into this?,transfer_fee_charged
Please help revert my transaction from this morning.,cancel_transfer
What should I do if the atm eats my card?,card_swallowed
My ATM transaction was cancelled.,declined_cash_withdrawal
"I made a transfer and the receiver said an amount was received, but less than the right amount. I now have to transfer more to get the remainder to the receiver. Can you tell me about this. What's been going on?",transfer_fee_charged
can I use my card before identity verification?,why_verify_identity
"I received my card, how do I get it to work in the app?",card_linking
I can't find the auto-top up option.,automatic_top_up
How long will it take to transfer something to China urgently?,transfer_timing
"Hi, Today i have withdrawn cash from ATM but i got wrong amount and in the app it is showing much more amount than that.",wrong_amount_of_cash_received
How do I change my passcode?,passcode_forgotten
What do I do if I completed a money transfer but the recipient hasn't received it?,transfer_not_received_by_recipient
Will my employer be able to pay me with this service,receiving_money
Problems with my top up,top_up_failed
Do you charge for making a withdrawal? I took some money out of my account earlier and I was charged for this.,cash_withdrawal_charge
top up with credit card,topping_up_by_card
What kind of fee is there to top-up my account?,top_up_by_bank_transfer_charge
"I'm going on a trip soon and I needed to convert my Russian ruble to UK pounds, but when I did, your company charged me above the exchange rate. Did you mess up my transaction?",card_payment_wrong_exchange_rate
Help me access the card I already got so I can information from it.,card_linking
what to do about stolen phone,lost_or_stolen_phone
Is there a Mastercard ATM nearby?,atm_support
"I logged in wrong and am blocked, how do I log in?",pin_blocked
If I have a physical card can I link it?,card_linking
"I thought I lost my card but I found it today, so I would like to reactivate it.",card_linking
"I was charged twice, when I didn't purchase anything twice.",transaction_charged_twice
My card is almost going to expire.,card_about_to_expire
I tried activating my card and it doesn't work how do I solve this problem?,activate_my_card
"Even though I made a cash deposit, I am not seeing it in my account.",balance_not_updated_after_cheque_or_cash_deposit
What exchange rate will I receive?,exchange_rate
I sent a cheque a few days ago and i noticed that no money has been put on my account. Can you please tell me the situation of my account?,balance_not_updated_after_cheque_or_cash_deposit
I need to cancel a purchase that I made the other day.,request_refund
Why do you keep declining my transfers? it's always been working really well so far but when I tried to buy something just now the card got declined . I tried couple of times already  but same thing is happening .,declined_transfer
If my card was lost or stolen can I re-link it?,card_linking
Is it possible to link a new card?,card_linking
Help me to set up contactless payments.,contactless_not_working
Help me cancel a transaction.,cancel_transfer
How many disposable cards can I have at one time?,disposable_card_limits
"A card has been sent to me, how do I track it?",card_arrival
How long is the wait for a money transfer to post?,pending_transfer
Why am I being charged to transfer funds?,transfer_fee_charged
The ATM didnt let me get cash,declined_cash_withdrawal
"I am trying to exchange AUD for GBP, how do I do that?",exchange_via_app
Why is my 'top up' not showing up in my wallet?,topping_up_by_card
how long until a cash withdrawal will show on my account,pending_cash_withdrawal
What should I do if my passcode won't work?,passcode_forgotten
Please provide me with the restrictions of the disposable cards.,disposable_card_limits
I am very upset that i went to use my new card today and it kept getting declined. Why is this happening and what do I do to not have it declined?,declined_card_payment
"Do I need to select a preference to receive my salary payments in GBP and, if so, where?",receiving_money
Where do I go to order my card?,order_physical_card
How long does it take for a payment to change from pending?,pending_card_payment
Payment did not process,beneficiary_not_allowed
I would like to reactivate my card that I previously reported lost. I located the card this morning.,card_linking
Can I make an account for my daughter?,age_limit
I need to change my last name on my account because I just got married.,edit_personal_details
How long does it take for money to transfer as my balance hasn't been updated,balance_not_updated_after_bank_transfer
What kinds of cards can I use to top up?,supported_cards_and_currencies
"I'm trying to verify my top-up card, but I can't find the code...?",verify_top_up
What is the maximum for top-ups?,top_up_limits
"My transaction history is looking a little off. I have been charged twice for multiple different purchases, and would like to have those duplicate charges refunded.",transaction_charged_twice
What places accept my card?,card_acceptance
I believe that the rate of exchange for my cash withdrawl is incorrect.,wrong_exchange_rate_for_cash_withdrawal
How is the PIN delivered?,get_physical_card
I look but I see no virtual card. Why is that?,getting_virtual_card
How do I get a refund for an unauthorized direct debit payment?,direct_debit_payment_not_recognised
I did not do this payment,card_payment_not_recognised
I can't seem to get my virtual card to work.,virtual_card_not_working
I didn't make the direct debit payment on my account.,direct_debit_payment_not_recognised
I'm not sure what I need to verify my identity.,verify_my_identity
I bought something and I take issue with the exchange rate applied.,card_payment_wrong_exchange_rate
I need a Visa and a Mastercard from you.,visa_or_mastercard
What do I do if i accidentally broke my card?,card_not_working
What do I do if there is an electronic debit that is not correct?,direct_debit_payment_not_recognised
Why can't I take cash out of the ATM?,declined_cash_withdrawal
How long does it take for something to be delivered to the U.S?,card_delivery_estimate
There is a debit transaction on my statement that I did not make,direct_debit_payment_not_recognised
How do I reset my password?,passcode_forgotten
Next time maybe let people know that buying things from another country costs extra. I used my card to purchase an item from another country and I was charged for the item and also an extra fee it looks like. I wasnt aware of this and I think I should get a refund.,transfer_fee_charged
"My phone was stolen yesterday, can you help me with this?",lost_or_stolen_phone
How can I find out about an extra fee on my statement?,extra_charge_on_statement
The recipient can not locate funds.,transfer_not_received_by_recipient
Someone might be using my card.  What should I do?,compromised_card
I was charged the wrong exchange rate on a purchase,card_payment_wrong_exchange_rate
Why did I get charged extra?,card_payment_fee_charged
I have a new card and I need to activate it.,activate_my_card
I need assistance activating my card?,activate_my_card
Why is my beneficiary being denies?,beneficiary_not_allowed
How do you determine your exchange rates?,exchange_rate
How old do kids have to be to open an account?,age_limit
What is the source of funds for my money?,verify_source_of_funds
I added money but my top-up wasn't processed by the app.,top_up_failed
Can you tell me whats going on with my card it seems to be not working?,card_not_working
can you tell me why my card was declined?,declined_card_payment
Why was I charged a fee for withdrawing money?,cash_withdrawal_charge
How much are the rates of exchange?,exchange_rate
My payment has an incorrect exchange rate.,card_payment_wrong_exchange_rate
Is there a minimum age for having an account?,age_limit
Can I pay with my card anywhere?,card_acceptance
What steps do I take to unblock my PIN?,pin_blocked
Why is my card payment still pending?,pending_card_payment
Can I activate my card with the app?,activate_my_card
Won't let me top my card up!! Who can get it sorted out for me? It's urgent! How do I find out what the problem is with my card and how else to top it up?,top_up_failed
Please sort your top up! My top up has been pending for an hour already. Can you please make it go through as soon as possible. I really need the money.,pending_top_up
I want to transfer money from another account into this one.,transfer_into_account
Can you tell me the restrictions for the disposable cards?,disposable_card_limits
Can I check my recent refund in my statement?,refund_not_showing_up
Are new cards available from China?,card_about_to_expire
Can I change my PIN?,change_pin
Why was I charged a fee for using my card,card_payment_fee_charged
"I should only have one charge, but it shows two.",transaction_charged_twice
Top-up is not working,top_up_failed
Where in the app do I link a new card?,card_linking
I wanted to take out $100 but I only got $20.,wrong_amount_of_cash_received
What do I do if I have exceeded all my PIN tries?,pin_blocked
What forms of ID should I use for verification?,verify_my_identity
I am missing a refund amount on my account.,refund_not_showing_up
Where would I order a virtual card?,getting_virtual_card
Why do you need me to verify who I am?,why_verify_identity
I would like to better understand why my pass-code is not working.,passcode_forgotten
When my card expires what is the cost of a replacement and how fast?,card_about_to_expire
"Please, tell me why I can't have the funds I deposited a week ago? I need the money now.",balance_not_updated_after_cheque_or_cash_deposit
why hasn't my cash arrived yet from my cheque?!,balance_not_updated_after_cheque_or_cash_deposit
which identity details are required,why_verify_identity
I tried using my ATM card at your Notting Hill location today.  It did not work.  Am I doing something wrong?,declined_cash_withdrawal
There is a cash withdrawal from an ATM listed but I don't remember making this withdrawal.,cash_withdrawal_not_recognised
Can you please tell me why my transfer failed?,failed_transfer
A receiver made me aware that they did not receive the full transfer that I made. The amount was showing to be a bit less. I now have to make a second transfer just to make up the difference. Can you reach out and let me know what's going on?,transfer_fee_charged
"My phone was stolen, what should I do first?",lost_or_stolen_phone
Is there a way to revert a transaction?,cancel_transfer
Do you support changing the currency I use?,exchange_via_app
I dont see my reciept,transfer_not_received_by_recipient
Can I change my PIN at my local bank?,change_pin
I made a check and cash deposit that wasn't credited to my account.,balance_not_updated_after_cheque_or_cash_deposit
Is it possible to top up with Google Pay?,apple_pay_or_google_pay
where can i see money source?,verify_source_of_funds
Is it normal to see a fee for transferring money?,transfer_fee_charged
I see a charge for a direct debit that was not me.,direct_debit_payment_not_recognised
"I'm waiting for a money transfer to show, still.",pending_transfer
There is a withdrawal on my account I didn't make.,cash_withdrawal_not_recognised
